repo_name,repo_status,provider,run_created_at,repo_created_at,capability_era,temporal_source,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime,mode,confidence,mode_source,autoresearch_examples,hitl_examples
multi_agent_adversarial_prompt_20260729_161608_d239e51e,executed,codex,2026-07-29T16:16:19.367496,2026-07-29T16:16:09Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
confidence_calibration_bias_in_20260729_173126_3e462a5c,initialized_only,unknown,,2026-07-29T17:31:27Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
uncertainty_quantification_in__20260729_174425_a1dd0b7b,initialized_only,unknown,,2026-07-29T17:44:26Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
emergent_collective_intelligen_20260729_220327_7c5d10a3,initialized_only,unknown,,2026-07-29T22:03:29Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
decomposing_epistemic_and_alea_20260729_220440_015e4747,initialized_only,unknown,,2026-07-29T22:04:41Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
causal_analysis_of_chain_of_th_20260729_225459_a67beda8,initialized_only,unknown,,2026-07-29T22:55:00Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
mediation_analysis_of_chain_of_20260729_225721_8b610257,initialized_only,unknown,,2026-07-29T22:57:22Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
architectural_vulnerability_pa_20260729_233928_30466f46,initialized_only,unknown,,2026-07-29T23:39:29Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
uncertainty_quantification_in__20260729_234457_09cb52d9,initialized_only,unknown,,2026-07-29T23:44:58Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
uncertainty_quantification_in__20260729_234744_42b8fd3c,initialized_only,unknown,,2026-07-29T23:47:45Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
optimal_context_window_scaling_20260729_235329_d2f87e8b,initialized_only,unknown,,2026-07-29T23:53:30Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
adversarial_robustness_of_caus_20260730_075226_8bc8290e,initialized_only,unknown,,2026-07-30T07:52:27Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
probabilistic_calibration_metr_20260730_075410_ac649b07,initialized_only,unknown,,2026-07-30T07:54:11Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
systematic_stress_testing_of___20260730_161741_765e263a,executed,codex,2026-07-30T16:17:51.821078,2026-07-30T16:17:43Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
can-self-report-training-help-lie-de4e-codex,executed,codex,2026-07-31T05:49:19.084864Z,2026-07-31T05:49:13Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
tension-between-independence-0807-codex,executed,codex,2026-07-31T05:59:14.971401Z,2026-07-31T05:58:57Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
already-present-beliefs-ea16-codex,executed,codex,2026-07-31T13:51:12.444918Z,2026-07-31T13:51:06Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
reverse-stress-testing-for-detecting-f225,executed,codex,2026-08-03T16:28:10.953784Z,2026-08-03T16:28:00Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
null-results-as-alignment-signals-858f,executed,codex,2026-08-03T17:21:47.477609Z,2026-08-03T17:21:37Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
null-alignment-matrix-diagnosing-when-56ad,executed,codex,2026-08-04T00:09:32.654803Z,2026-08-04T00:09:22Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
systematic-stress-testing-daac,initialized_only,unknown,,2026-08-04T17:56:11Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
blind-adversarial-evaluation-3b83,initialized_only,unknown,,2026-08-04T17:58:53Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
systematically-mapping-the-null-result-3d8a,initialized_only,unknown,,2026-08-04T21:04:57Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
diagnosing-null-results-in-misalignment-e05e,initialized_only,unknown,,2026-08-04T21:10:01Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
dialing-up-misalignment-systematic-c2b3,executed,codex,2026-08-04T21:17:25.145702Z,2026-08-04T21:16:27Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
systematic-stress-testing-3eba,initialized_only,unknown,,2026-08-04T21:46:10Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
reverse-alignment-characterizing-46f6,executed,codex,2026-08-05T01:48:35.194260Z,2026-08-05T01:47:34Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
reverse-nulls-diagnosing-the-hidden-732a,executed,codex,2026-08-05T15:32:54.406600Z,2026-08-05T15:31:49Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
win-on-post-train-bencn-75ee,initialized_only,unknown,,2026-08-05T16:02:04Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
systematic-hypothesis-testing-of-null-f70b,executed,codex,2026-08-05T17:42:55.221614Z,2026-08-05T17:41:45Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
adaptive-experimental-design-ead2,executed,codex,2026-08-05T22:35:15.130680Z,2026-08-05T22:34:13Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
systematically-probing-alignment-null-843e,executed,codex,2026-08-06T16:14:42.235079Z,2026-08-06T16:13:41Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
quantifying-the-null-intervention-c064,executed,codex,2026-08-07T16:19:34.058938Z,2026-08-07T16:18:32Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
diagnosing-experimental-insensitivity-c74f,executed,codex,2026-08-07T19:16:40.249477Z,2026-08-07T19:15:40Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
scaling-law-deviations-under-targeted-ee5c,initialized_only,unknown,,2026-08-07T19:26:20Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
when-should-an-ai-ask-for-clarification-f275-claude,executed,codex,2026-08-19T20:13:14.586590Z,2026-08-19T20:13:07Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
when-should-an-ai-ask-for-clarification-59b5-codex,executed,codex,2026-08-19T20:28:34.012542Z,2026-08-19T20:28:27Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
fixed-points-of-ai-revision-a756,executed,codex,2026-08-19T21:29:28.968908Z,2026-08-19T21:28:56Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
can-powerful-models-help-with-difficult-3a0f-codex,executed,codex,2026-08-20T02:06:22.111264Z,2026-08-20T02:06:15Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
preference-understanding-9cf3-codex,executed,codex,2026-08-20T02:15:14.508431Z,2026-08-20T02:15:07Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
can-powerful-models-help-with-difficult-dab1-claude,initialized_only,claude,,2026-08-20T02:16:56Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
preference-understanding-8cc6-claude,executed,codex,2026-08-20T02:36:17.736802Z,2026-08-20T02:35:54Z,hitl_available,run_created_at,True,True,False,False,standard,medium,ordinary_pipeline_no_alt_runtime,,
cot-interpretability-brain-age,empty,unknown,,2026-08-27T04:42:25Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
